,name,nation,age,team,year,stage,position,time_in_s,gc,gc_time_in_s,mount_jerseys,point_jerseys,sprint_jerseys,youth_jerseys,followers,total_wins,n_tours,n_stages,avg_year,best_pos_ovr,avg_pos_ovr,worst_pos_ovr,best_time_ovr,avg_time_ovr,worst_time_ovr,best_gc_ovr,avg_gc_ovr,worst_gc_ovr,best_gc_time_ovr,avg_gc_time_ovr,worst_gc_time_ovr,n_top10_ovr,n_win_ovr,best_pos_ovr_l3,avg_pos_ovr_l3,worst_pos_ovr_l3,best_time_ovr_l3,avg_time_ovr_l3,worst_time_ovr_l3,best_gc_ovr_l3,avg_gc_ovr_l3,worst_gc_ovr_l3,best_gc_time_ovr_l3,avg_gc_time_ovr_l3,worst_gc_time_ovr_l3,n_top10_l3,n_win_l3,perc_top10_ovr,perc_win_ovr,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_wins,2018_year_km,date,stage_type_code,dist,finish,temp,rel_humid,wind_dir,wind_speed,clouds_ovrl,visibility,y_label
30,T.Ludvigsson,Sweden,23,Team Giant - Shimano,2014,1,95,20905.0,96,20905.0,0,0,0,3,1,4,2,12,2014.833333333333,22,164.0,999,1817.0,97694.25,999999.0,39,169.75,999,10931.0,136440.0,999999.0,0.0,0.0,79,398.33333333333326,999,18850.0,346540.33333333326,999999.0,103,406.0,999,43797.0,368814.33333333326,999999.0,0.0,0.0,0.0,0.0,PRT,668.0,61.0,Team Giant - Alpecin,0.0,9332.5,PRT,385.0,91.0,Team Giant - Alpecin,0.0,14160.5,PRT,588.0,74.0,FDJ,0.0,11500.6,PRT,1267.0,58.0,Groupama - FDJ,0.0,8724.4,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
31,S.Lagutin,Uzbekistan,33,RusVelo,2014,1,96,20905.0,97,20905.0,0,2,1,0,0,9,4,26,2015.5,15,92.69230769230771,999,1879.0,52820.26923076923,999999.0,26,92.92307692307692,999,9801.0,91843.30769230767,999999.0,0.0,0.0,61,69.66666666666667,76,10873.0,14324.0,19003.0,50,54.66666666666666,58,67766.0,84800.0,99865.0,0.0,0.0,0.0,0.0,PRT,231.0,81.0,Team Katusha,0.0,13619.8,PRT,391.0,83.0,Team Katusha,1.0,12945.1,PROF,1364.0,65.0,Gazprom - RusVelo,0.0,11106.7,PROF,2437.0,50.0,Gazprom - RusVelo,0.0,8538.6,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
32,J.Engoulvent,France,35,Team Europcar,2014,1,97,20910.0,98,20906.0,1,0,0,1,0,2,1,7,2014.0,77,103.42857142857143,128,1896.0,15933.428571428569,20910.0,89,97.57142857142857,111,20906.0,71686.71428571429,111530.0,0.0,0.0,77,96.66666666666669,123,1896.0,12445.666666666664,18091.0,89,98.66666666666669,111,91543.0,104235.66666666669,111530.0,0.0,0.0,0.0,0.0,PROF,718.0,70.0,Team Europcar,0.0,10914.0,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
33,I.Santaromita,Italy,30,Orica - GreenEDGE,2014,1,98,20910.0,99,20910.0,0,0,0,0,1,3,2,13,2014.4615384615383,19,145.84615384615384,999,1917.0,91189.76923076923,999999.0,24,138.0,999,9801.0,130352.23076923074,999999.0,0.0,0.0,19,368.0,999,18889.0,346644.66666666674,999999.0,24,361.0,999,54423.0,376630.33333333326,999999.0,0.0,0.0,0.0,0.0,PRT,390.0,36.0,Orica - GreenEDGE,0.0,5650.1,CONT,903.0,40.0,Sky Dive Dubai,0.0,5439.9,PROF,313.0,77.0,Nippo - Vini Fantini,0.0,11612.8,PROF,344.0,62.0,Nippo Vini Fantini - Europa Ovini,0.0,9481.2,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
34,I.Balykin,Russia,24,RusVelo,2014,1,99,20918.0,100,20918.0,1,0,0,0,1,6,1,7,2014.0,18,82.14285714285714,128,1864.0,15975.714285714286,20918.0,94,101.14285714285714,110,20918.0,71775.85714285714,111830.0,0.0,0.0,49,98.66666666666669,128,1864.0,12547.333333333336,18428.0,102,107.33333333333331,110,91538.0,104444.66666666669,111830.0,0.0,0.0,0.0,0.0,PROF,798.0,59.0,RusVelo,1.0,8699.5,CONT,1212.0,52.0,GM Europa Ovini,0.0,7191.4,CONT,765.0,47.0,Torku Seker Spor,3.0,6809.6,CONT,664.0,47.0,Torku Seker Spor,2.0,6360.1,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
35,S.Modolo,Italy,27,Lampre - Merida,2014,1,100,20924.0,101,20924.0,0,6,0,0,2,24,5,30,2016.1333333333332,1,214.66666666666663,999,9829.0,179107.0,999999.0,3,232.6,999,9829.0,202827.53333333333,999999.0,8.0,1.0,67,401.33333333333326,999,12307.0,341983.0,999999.0,98,404.0,999,64134.0,380191.33333333326,999999.0,0.0,0.0,0.26666666666666666,0.03333333333333333,PRT,55.0,86.0,Lampre - Merida,6.0,13407.0,PRT,88.0,72.0,Lampre - Merida,3.0,11494.1,PRT,66.0,86.0,UAE Team Emirates,4.0,14071.1,PRT,115.0,63.0,Team EF Education First - Drapac,1.0,10337.2,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
36,L.Petter Nordhaug,Norway,30,Belkin Pro Cycling Team,2014,1,101,20936.0,102,20936.0,1,1,0,0,6,6,1,7,2014.0,8,98.85714285714286,158,1935.0,15689.0,20936.0,43,95.0,142,20936.0,71277.0,109823.0,1.0,0.0,8,39.66666666666666,98,1935.0,11691.0,16900.0,43,57.0,83,90988.0,102899.66666666669,109823.0,1.0,0.0,0.14285714285714285,0.0,PRT,233.0,45.0,Team Sky,2.0,7793.9,PRT,461.0,50.0,Team Sky,0.0,8408.3,PROF,999999,24.0,Aqua Blue Sport,0.0,3558.4,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
37,B.Jungels,Luxembourg,22,Trek Factory Racing,2014,1,102,20938.0,103,20938.0,0,0,0,7,10,29,3,19,2015.6315789473686,3,107.57894736842104,999,1792.0,66890.31578947367,999999.0,10,102.05263157894736,999,10576.0,106075.73684210527,999999.0,2.0,0.0,3,22.66666666666667,40,10784.0,13738.666666666664,17986.0,10,12.333333333333336,15,67334.0,83470.66666666669,97762.0,1.0,0.0,0.10526315789473684,0.0,PRT,112.0,67.0,Trek Factory Racing,2.0,10203.4,PRT,38.0,65.0,Etixx - Quick Step,2.0,9590.6,PRT,49.0,77.0,Quick-Step Floors,1.0,12145.5,PRT,36.0,71.0,Quick-Step Floors,3.0,10967.5,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
38,D.Cataldo,Italy,29,Team Sky,2014,1,103,20938.0,104,20938.0,2,1,0,1,1,4,3,20,2014.95,6,53.85,117,1786.0,14565.6,22174.0,9,52.85,117,9801.0,59721.85,109676.0,1.0,0.0,11,19.0,31,1834.0,14137.0,21801.0,9,11.666666666666664,17,62388.0,77533.33333333331,86023.0,0.0,0.0,0.05,0.0,PRT,366.0,72.0,Astana Pro Team,0.0,11496.6,PRT,260.0,67.0,Astana Pro Team,0.0,10051.1,PRT,260.0,66.0,Astana Pro Team,0.0,10674.1,PRT,406.0,71.0,Astana Pro Team,0.0,10596.2,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
39,L.Warbasse,USA,24,BMC Racing Team,2014,1,105,20938.0,106,20938.0,0,0,0,0,2,1,3,20,2014.95,6,56.5,111,1839.0,14510.4,21754.0,7,61.55,111,9801.0,59568.3,109404.0,1.0,0.0,6,21.0,39,1839.0,14123.0,21754.0,7,20.666666666666668,48,62397.0,77512.66666666669,85990.0,1.0,0.0,0.05,0.0,PRT,591.0,74.0,IAM Cycling,0.0,11508.7,PRT,409.0,66.0,IAM Cycling,0.0,10874.6,PROF,445.0,52.0,Aqua Blue Sport,1.0,7885.6,PROF,520.0,50.0,Aqua Blue Sport,0.0,8191.2,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
40,G.Bernaudeau,France,31,Team Europcar,2014,1,86,20896.0,87,20896.0,1,0,0,0,0,0,1,7,2014.0,51,93.28571428571428,124,1966.0,15933.428571428569,20896.0,75,86.2857142857143,104,20896.0,71638.71428571429,111534.0,0.0,0.0,89,107.66666666666669,124,1966.0,12469.0,18091.0,90,96.0,104,91477.0,104193.0,111534.0,0.0,0.0,0.0,0.0,PROF,1154.0,57.0,Team Europcar,0.0,8990.7,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
41,S.Chernetski,Russia,24,Team Katusha,2014,1,127,21215.0,127,21215.0,0,2,0,3,1,3,4,27,2015.7407407407406,4,55.074074074074076,129,1818.0,14163.037037037036,22746.0,4,55.7037037037037,128,9801.0,57257.92592592593,110240.0,2.0,0.0,6,13.666666666666664,24,11761.0,12686.333333333336,13154.0,4,8.666666666666666,17,63050.0,75272.0,87955.0,1.0,0.0,0.07407407407407407,0.0,PRT,549.0,76.0,Team Katusha,1.0,12166.7,PRT,174.0,43.0,Team Katusha,0.0,6792.9,PRT,233.0,83.0,Astana Pro Team,0.0,12714.5,PRT,139.0,61.0,Astana Pro Team,1.0,9678.1,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
42,T.Hushovd,Spain,36,BMC Racing Team,2014,1,129,21233.0,129,21233.0,0,0,0,0,0,0,1,6,2014.0,5,227.16666666666663,999,13167.0,181877.8333333333,999999.0,93,263.6666666666667,999,21233.0,213584.5,999999.0,1.0,0.0,89,397.0,999,16804.0,345804.0,999999.0,93,403.0,999,74464.0,388577.0,999999.0,0.0,0.0,0.16666666666666666,0.0,PRT,3535.0,40.0,Tinkoff - Saxo,0.0,6371.0,PRT,999999,73.0,Tinkoff,0.0,11251.9,PRT,1901.0,72.0,Trek - Segafredo,0.0,11245.7,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
43,F.Silvestre,Belgium,24,Trek Factory Racing,2014,1,151,21562.0,151,21562.0,1,1,0,0,3,17,1,6,2014.0,12,227.83333333333331,999,13167.0,182023.66666666663,999999.0,145,289.5,999,21562.0,213949.66666666663,999999.0,0.0,0.0,59,394.33333333333326,999,17350.0,345986.0,999999.0,145,430.0,999,74793.0,388978.33333333326,999999.0,0.0,0.0,0.0,0.0,PRT,635.0,45.0,Lotto - Soudal,1.0,7169.5,PROF,96.0,55.0,Wanty - Groupe Gobert,3.0,9384.7,PROF,109.0,64.0,Wanty - Groupe Gobert,1.0,10887.3,PROF,144.0,51.0,WB Veranclassic Aqua Protect,2.0,8930.4,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
44,K.Dehaes,France,30,Lotto - Belisol,2014,1,152,21562.0,152,21562.0,1,0,0,2,2,9,1,7,2014.0,107,137.57142857142858,154,1960.0,16245.0,21562.0,129,148.42857142857142,157,21562.0,72907.71428571429,113715.0,0.0,0.0,107,131.33333333333334,150,1960.0,12918.333333333336,18752.0,129,139.66666666666666,155,93003.0,106157.66666666669,113715.0,0.0,0.0,0.0,0.0,PRT,218.0,49.0,FDJ,2.0,7742.8,PRT,312.0,71.0,FDJ,0.0,11037.7,PRT,335.0,59.0,FDJ,3.0,8853.7,PROF,596.0,53.0,Vital Concept,0.0,8487.8,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
45,J.Le Bon,France,24,FDJ.fr,2014,1,153,21562.0,153,21562.0,1,0,0,2,2,9,2,12,2014.833333333333,20,166.58333333333334,999,1817.0,97761.91666666669,999999.0,63,196.33333333333331,999,10879.0,136847.58333333337,999999.0,0.0,0.0,108,407.66666666666674,999,18832.0,346552.33333333326,999999.0,102,406.0,999,43799.0,368809.66666666674,999999.0,0.0,0.0,0.0,0.0,PRT,218.0,49.0,FDJ,2.0,7742.8,PRT,312.0,71.0,FDJ,0.0,11037.7,PRT,335.0,59.0,FDJ,3.0,8853.7,PROF,596.0,53.0,Vital Concept,0.0,8487.8,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
46,J.Veikkanen,Norway,33,FDJ.fr,2014,1,154,21562.0,154,21562.0,0,1,0,0,3,2,2,12,2014.583333333333,48,186.25,999,1980.0,97732.0,999999.0,86,193.0,999,9801.0,132067.75,999999.0,0.0,0.0,72,99.33333333333331,123,1980.0,14408.0,22846.0,86,94.0,106,77464.0,90389.33333333331,97842.0,0.0,0.0,0.0,0.0,PRT,2045.0,28.0,Lotto - Soudal,0.0,4572.1,PROF,1533.0,76.0,Fortuneo - Vital Concept,0.0,12486.4,CONT,2384.0,20.0,Joker Icopal,0.0,3307.7,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
47,D.Malacarne,Italy,27,Team Europcar,2014,1,155,21562.0,155,21562.0,0,0,0,1,2,14,1,7,2014.0,49,100.85714285714286,155,2000.0,15955.428571428569,21562.0,99,131.71428571428572,155,21562.0,72075.57142857142,111688.0,0.0,0.0,76,100.0,124,2000.0,12298.333333333336,18091.0,99,105.66666666666669,117,91597.0,104324.33333333331,111688.0,0.0,0.0,0.0,0.0,PROF,287.0,52.0,Androni Giocattoli - Sidermec,2.0,8632.2,PRT,298.0,74.0,Tinkoff,1.0,11869.6,PRT,366.0,67.0,Astana Pro Team,1.0,10314.5,PRT,2108.0,47.0,Astana Pro Team,0.0,7291.2,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
48,O.Gatto,Italy,29,Cannondale Pro Cycling,2014,1,156,21562.0,156,21562.0,0,0,0,1,2,14,2,13,2015.6153846153845,14,238.23076923076923,999,10576.0,167655.61538461538,999999.0,75,256.3076923076923,999,10576.0,197447.84615384613,999999.0,0.0,0.0,49,387.0,999,10784.0,343468.33333333326,999999.0,75,387.66666666666674,999,68155.0,385310.33333333326,999999.0,0.0,0.0,0.0,0.0,PROF,287.0,52.0,Androni Giocattoli - Sidermec,2.0,8632.2,PRT,298.0,74.0,Tinkoff,1.0,11869.6,PRT,366.0,67.0,Astana Pro Team,1.0,10314.5,PRT,2108.0,47.0,Astana Pro Team,0.0,7291.2,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
49,B.Swift,France,27,Team Sky,2014,1,157,21562.0,157,21562.0,0,3,0,0,0,4,1,5,2014.0,155,324.8,999,13167.0,215030.4,999999.0,157,326.2,999,21562.0,238461.8,999999.0,0.0,0.0,156,437.33333333333326,999,13167.0,344646.0,999999.0,158,438.33333333333326,999,54381.0,376511.0,999999.0,0.0,0.0,0.0,0.0,PRT,2392.0,74.0,FDJ,0.0,11911.2,PRT,2271.0,40.0,FDJ,0.0,6427.2,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
50,S.Chavanel,Denmark,33,FDJ.fr,2014,1,158,21562.0,158,21562.0,1,1,0,0,3,11,1,7,2014.0,13,90.71428571428572,158,1911.0,16115.142857142857,21562.0,124,143.85714285714286,158,21562.0,72485.71428571429,112806.0,0.0,0.0,86,112.33333333333331,131,1911.0,12671.0,18752.0,124,133.33333333333334,146,92143.0,105281.33333333331,112806.0,0.0,0.0,0.0,0.0,PRT,475.0,49.0,Team Cannondale - Garmin,1.0,8014.7,PROF,1679.0,15.0,Stölting Service Group,0.0,2324.0,PROF,467.0,69.0,Aqua Blue Sport,0.0,11065.1,PROF,333.0,31.0,Aqua Blue Sport,2.0,4808.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
51,L.Norman Hansen,France,22,Garmin - Sharp,2014,1,159,21623.0,159,21623.0,0,0,0,0,0,3,2,13,2014.4615384615383,7,161.84615384615384,999,1827.0,91482.30769230767,999999.0,33,180.23076923076923,999,9801.0,131200.15384615384,999999.0,2.0,0.0,7,371.33333333333326,999,18889.0,347244.66666666674,999999.0,33,376.33333333333326,999,54423.0,377230.33333333326,999999.0,1.0,0.0,0.15384615384615385,0.0,PRT,1558.0,53.0,AG2R La Mondiale,0.0,8261.6,PRT,1441.0,60.0,AG2R La Mondiale,0.0,9878.6,PROF,2573.0,67.0,"Cofidis, Solutions Credits",0.0,10565.1,PROF,2529.0,34.0,"Cofidis, Solutions Credits",0.0,5724.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
52,K.Fernandez,Great Britain,33,Garmin - Sharp,2014,1,160,21623.0,160,21623.0,1,0,0,0,0,1,1,7,2014.0,48,97.28571428571428,160,1941.0,15955.714285714286,21623.0,100,135.28571428571428,160,21623.0,72128.14285714286,111690.0,0.0,0.0,85,93.66666666666669,102,1941.0,12278.666666666664,18091.0,100,108.66666666666669,123,91658.0,104365.66666666669,111690.0,0.0,0.0,0.0,0.0,CONT,601.0,31.0,An Post - Chainreaction,3.0,4715.4,CONT,2047.0,12.0,NFTO,0.0,1936.1,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
53,J.Edmondson,USA,22,Team Sky,2014,1,161,21980.0,161,21980.0,0,1,0,0,0,6,1,7,2014.0,51,128.0,162,1939.0,16013.428571428569,21980.0,110,144.85714285714286,162,21980.0,72649.85714285714,112091.0,0.0,0.0,51,87.0,110,1939.0,12112.333333333336,18091.0,110,122.33333333333331,142,92061.0,104768.0,112091.0,0.0,0.0,0.0,0.0,PRT,808.0,62.0,Team Cannondale - Garmin,0.0,9480.3,PRT,835.0,46.0,Cannondale - Drapac Pro Cycling,0.0,7289.5,PRT,861.0,76.0,Cannondale - Drapac Pro Cycling,0.0,11279.5,PRT,953.0,70.0,Team EF Education First - Drapac,0.0,10463.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
54,N.Brown,Australia,23,Garmin - Sharp,2014,1,162,22010.0,162,22010.0,1,0,0,0,0,5,1,7,2014.0,40,109.57142857142857,162,1852.0,15948.571428571431,22010.0,97,142.14285714285714,162,22010.0,72470.28571428571,111640.0,0.0,0.0,40,70.0,104,1852.0,12094.666666666664,17617.0,97,116.66666666666669,148,92171.0,104533.0,111640.0,0.0,0.0,0.0,0.0,CONT,921.0,24.0,Team Budget Forklifts,1.0,3416.7,PRT,880.0,37.0,Trek - Segafredo,0.0,5255.7,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
55,J.Bobridge,France,25,Belkin Pro Cycling Team,2014,1,163,22010.0,163,22010.0,0,0,0,0,0,0,1,7,2014.0,56,140.42857142857142,164,1870.0,16475.14285714286,22010.0,131,154.28571428571428,164,22010.0,74262.0,115326.0,0.0,0.0,56,111.33333333333331,156,1870.0,12909.333333333336,18752.0,131,141.66666666666666,157,94704.0,107828.66666666669,115326.0,0.0,0.0,0.0,0.0,PRT,3830.0,68.0,Team Giant - Alpecin,0.0,10412.8,PROF,1475.0,67.0,Delko Marseille - Provence KTM,0.0,10596.6,PROF,1268.0,70.0,Delko Marseille - Provence KTM,0.0,11326.4,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
56,T.Hupond,Slovenia,30,Team Giant - Shimano,2014,1,164,22040.0,164,22040.0,0,0,0,3,1,7,1,7,2014.0,72,135.42857142857142,164,1888.0,16316.714285714286,22040.0,130,153.57142857142858,164,22040.0,73706.14285714286,114217.0,0.0,0.0,72,100.0,151,1888.0,12674.0,18091.0,130,140.66666666666666,156,94238.0,106928.0,114217.0,0.0,0.0,0.0,0.0,PROF,332.0,56.0,UnitedHealthcare,0.0,7840.5,PROF,396.0,46.0,UnitedHealthcare Pro Cycling Team,0.0,6743.6,PRT,1704.0,66.0,Bahrain - Merida,0.0,10099.6,CONT,727.0,27.0,Adria Mobil,0.0,4056.7,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
57,J.Brajkovic,Italy,31,Astana Pro Team,2014,1,999,999999.0,999,999999.0,0,1,0,0,5,13,1,1,2014.0,999,999.0,999,999999.0,999999.0,999999.0,999,999.0,999,999999.0,999999.0,999999.0,0.0,0.0,999,999.0,999,999999.0,999999.0,999999.0,999,999.0,999,999999.0,999999.0,999999.0,0.0,0.0,0.0,0.0,PRT,96.0,47.0,Lampre - Merida,2.0,7333.3,PRT,145.0,54.0,Trek - Segafredo,1.0,8241.4,PRT,197.0,51.0,Bahrain - Merida,0.0,8084.4,PRT,185.0,59.0,Bahrain - Merida,1.0,9517.1,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
58,N.Bonifazio,Italy,21,Lampre - Merida,2014,1,999,999999.0,999,999999.0,0,1,0,0,5,13,5,26,2016.5,1,164.88461538461542,999,9793.0,128193.57692307694,999999.0,2,166.26923076923075,999,9789.0,156688.0,999999.0,9.0,1.0,98,101.66666666666669,108,12555.0,13219.0,13834.0,89,92.0,96,63772.0,76753.33333333331,90161.0,0.0,0.0,0.3461538461538461,0.038461538461538464,PRT,96.0,47.0,Lampre - Merida,2.0,7333.3,PRT,145.0,54.0,Trek - Segafredo,1.0,8241.4,PRT,197.0,51.0,Bahrain - Merida,0.0,8084.4,PRT,185.0,59.0,Bahrain - Merida,1.0,9517.1,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
59,S.Armee,Belgium,29,Lotto - Belisol,2014,1,999,999999.0,999,999999.0,2,0,0,0,1,3,5,28,2016.4285714285716,22,113.85714285714286,999,1966.0,48966.642857142855,999999.0,29,112.92857142857143,999,9801.0,86636.89285714286,999999.0,0.0,0.0,22,35.666666666666664,49,12056.0,12784.666666666664,13154.0,32,36.66666666666666,41,63074.0,75492.66666666669,88274.0,0.0,0.0,0.0,0.0,PRT,3830.0,71.0,Lotto - Soudal,0.0,11314.6,PRT,424.0,87.0,Lotto - Soudal,0.0,13093.7,PRT,183.0,78.0,Lotto - Soudal,1.0,12089.1,PRT,1205.0,72.0,Lotto - Soudal,0.0,11275.7,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
60,C.Fairly,Portugal,27,Garmin - Sharp,2014,1,150,21562.0,150,21562.0,1,1,0,1,0,3,2,8,2014.125,60,206.0,999,1873.0,138928.375,999999.0,87,235.375,999,21562.0,188000.25,999999.0,0.0,0.0,60,382.33333333333326,999,1873.0,339987.66666666674,999999.0,87,393.0,999,109555.0,406994.0,999999.0,0.0,0.0,0.0,0.0,PRT,531.0,78.0,Trek Factory Racing,0.0,12379.5,CONT,1882.0,33.0,Leopard Pro Cycling,0.0,4582.5,CONT,1669.0,28.0,Sporting Clube de Portugal - Tavira,0.0,4452.6,CONT,999999,1.0,Sporting Clube de Portugal - Tavira,0.0,146.6,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
61,D.Tanner,Norway,30,Belkin Pro Cycling Team,2014,1,128,21216.0,128,21216.0,0,16,1,2,23,26,1,7,2014.0,94,246.42857142857144,999,13167.0,158545.57142857142,999999.0,106,246.28571428571428,999,21216.0,198824.57142857145,999999.0,0.0,0.0,107,406.33333333333326,999,17230.0,345106.66666666674,999999.0,106,411.0,999,91729.0,400516.0,999999.0,0.0,0.0,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
62,F.Aru,Italy,24,Astana Pro Team,2014,1,149,21495.0,149,21495.0,0,0,0,2,17,8,3,21,2015.666666666667,5,48.28571428571429,149,1821.0,13918.809523809525,21495.0,5,58.80952380952381,149,9801.0,58440.238095238084,110522.0,3.0,0.0,10,16.666666666666668,29,11772.0,12659.666666666664,13154.0,10,10.333333333333334,11,63053.0,75252.0,87878.0,1.0,0.0,0.14285714285714285,0.0,PRT,4.0,71.0,Astana Pro Team,3.0,11423.9,PRT,43.0,63.0,Astana Pro Team,1.0,10609.6,PRT,17.0,69.0,Astana Pro Team,1.0,11243.5,PRT,108.0,76.0,UAE Team Emirates,0.0,12101.7,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
63,J.Cousin,Italy,25,Team Europcar,2014,1,147,21492.0,147,21492.0,1,0,0,0,0,2,1,7,2014.0,52,116.85714285714286,160,1930.0,15887.714285714286,21492.0,81,131.71428571428572,160,21492.0,72091.71428571429,111214.0,0.0,0.0,52,73.33333333333333,94,1930.0,11986.666666666664,17493.0,81,99.0,132,91791.0,104096.33333333331,111214.0,0.0,0.0,0.0,0.0,PRT,212.0,57.0,Astana Pro Team,2.0,8949.0,PRT,1999.0,58.0,Astana Pro Team,0.0,9026.2,PRT,999999,47.0,Astana Pro Team,0.0,7555.9,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
64,J.Hernández,Spain,33,Tinkoff - Saxo,2014,1,130,21233.0,130,21233.0,0,0,0,0,0,0,3,16,2015.6875,31,209.75,999,10576.0,138334.6875,999999.0,40,208.6875,999,10576.0,168483.75,999999.0,0.0,0.0,31,62.33333333333334,111,11322.0,14090.666666666664,18446.0,40,57.33333333333334,77,68188.0,84653.33333333331,99138.0,0.0,0.0,0.0,0.0,PRT,3535.0,40.0,Tinkoff - Saxo,0.0,6371.0,PRT,999999,73.0,Tinkoff,0.0,11251.9,PRT,1901.0,72.0,Trek - Segafredo,0.0,11245.7,NONE,999999,0.0,NONE,0.0,0.0,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
65,J.Arredondo,Italy,26,Trek Factory Racing,2014,1,131,21243.0,131,21243.0,0,0,0,0,3,14,1,7,2014.0,13,110.42857142857143,155,1935.0,15853.428571428569,21243.0,76,111.57142857142857,139,21243.0,71681.28571428571,110974.0,0.0,0.0,13,65.66666666666667,97,1935.0,12088.0,18091.0,76,78.66666666666667,80,90948.0,103653.66666666669,110974.0,0.0,0.0,0.0,0.0,PRT,278.0,82.0,Team Cannondale - Garmin,1.0,12200.5,PRT,216.0,78.0,Cannondale - Drapac Pro Cycling,0.0,11755.5,PRT,2795.0,29.0,Astana Pro Team,0.0,4603.9,PRT,854.0,39.0,Astana Pro Team,1.0,5947.6,2014-08-03,1,226.0,Bydgoszcz,31.5,38,ESE,2,6,9,0
