,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_uci_rank,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_uci_rank,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_uci_rank,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_uci_rank,2018_wins,2018_year_km,followers,height,mount_jerseys,nation,point_jerseys,sprint_jerseys,total_wins,youth_jerseys,name
237,PRT,1952,65.0,IAM Cycling,-,0.0,10932.5,PRT,1559,65.0,IAM Cycling,-,0.0,10211.9,PRT,1022,83.0,AG2R La Mondiale,362,0.0,13354.9,PRT,1785,39.0,AG2R La Mondiale,343,0.0,6060.0,0,,0,France,0,0,0,2,A.Marangoni
238,PRT,1952,65.0,IAM Cycling,-,0.0,10932.5,PRT,1559,65.0,IAM Cycling,-,0.0,10211.9,PRT,1022,83.0,AG2R La Mondiale,362,0.0,13354.9,PRT,1785,39.0,AG2R La Mondiale,343,0.0,6060.0,0,,0,France,0,0,0,2,C.Chevrier
239,PRT,882.0,70.0,Orica - GreenEDGE,196,0.0,10827.5,PRT,507.0,72.0,Orica - BikeExchange,-,0.0,10998.8,PRT,243.0,64.0,Orica - Scott,207,2.0,9865.3,PRT,355.0,75.0,Mitchelton - Scott,305,1.0,10657.0,2,1.88,0,Australia,0,0,9,0,O.Le Gac
240,PRT,478.0,75.0,Astana Pro Team,-,1.0,11725.9,PRT,334.0,75.0,Astana Pro Team,115,0.0,11632.1,PRT,657.0,82.0,Astana Pro Team,197,1.0,13447.4,PRT,523.0,78.0,Astana Pro Team,264,0.0,12417.2,0,1.78,0,Kazakhstan,0,1,1,0,D.Howson
241,PRT,172.0,48.0,Etixx - Quick Step,196.0,3.0,7745.7,PRT,91.0,67.0,Etixx - Quick Step,91.0,2.0,10996.0,,,,,,,,,,,,,,,1,1.77,0,Belgium,4,0,7,1,P.Gretsch
242,PRT,1709.0,40.0,Trek Factory Racing,-,0.0,5707.0,,,,,,,,,,,,,,,,,,,,,,0,1.80,0,Belgium,0,0,8,0,G.Meersman
243,PROF,499,63.0,CCC Sprandi Polkowice,-,0.0,9968.3,PROF,532,55.0,CCC Sprandi Polkowice,-,2.0,8634.1,PROF,156,70.0,CCC Sprandi Polkowice,-,0.0,10990.5,PRT,495,70.0,Astana Pro Team,280,0.0,11495.9,3,,0,Czech Republic,0,0,2,1,J.Hirt
244,PRT,167.0,33.0,IAM Cycling,121,4.0,5144.3,PRT,592.0,31.0,IAM Cycling,-,0.0,4641.6,PRT,256.0,47.0,Bora - Hansgrohe,355,0.0,7823.7,PRT,322.0,42.0,Bora - Hansgrohe,-,1.0,6255.2,2,,0,Italy,2,0,11,0,M.Pelucchi
245,PRT,591,69.0,FDJ,-,0.0,11269.4,PRT,515,61.0,FDJ,-,0.0,9508.6,PROF,120,78.0,Fortuneo - Oscaro,-,3.0,12752.8,PROF,446,61.0,Team Fortuneo - Samsic,-,0.0,9838.5,1,1.78,0,France,0,0,5,1,M.Hayman
246,PRT,788.0,74.0,Team Katusha,182,0.0,11465.5,PRT,635.0,83.0,Astana Pro Team,-,0.0,12134.4,PROF,2479.0,52.0,Delko Marseille - Provence KTM,-,0.0,8715.7,PROF,1436.0,53.0,Delko Marseille - Provence KTM,-,0.0,8398.9,1,1.88,0,Latvia,0,0,17,0,G.Smukulis
247,PRT,-,76.0,Team Giant - Alpecin,-,0.0,12137.1,PRT,1852,92.0,Team Giant - Alpecin,-,0.0,14675.5,PRT,-,46.0,Team Sunweb,-,0.0,7307.0,PRT,-,26.0,Team Sunweb,-,0.0,3754.5,0,1.91,0,Netherlands,0,0,1,0,L.Pichon
248,PRT,-,76.0,Team Giant - Alpecin,-,0.0,12137.1,PRT,1852,92.0,Team Giant - Alpecin,-,0.0,14675.5,PRT,-,46.0,Team Sunweb,-,0.0,7307.0,PRT,-,26.0,Team Sunweb,-,0.0,3754.5,0,1.91,0,Netherlands,0,0,1,0,T.Stamsnijder
249,PRT,579,50.0,BMC Racing Team,121,1.0,8081.6,PRT,459,62.0,BMC Racing Team,150,0.0,10744.5,PRT,664,88.0,BMC Racing Team,351,0.0,14300.1,PRT,206,88.0,BMC Racing Team,137,2.0,14039.0,1,1.80,1,Italy,0,0,4,0,A.De Marchi
250,PRT,873,66.0,Team Giant - Alpecin,-,0.0,11152.9,PRT,937,68.0,Team Giant - Alpecin,-,0.0,11569.6,PRT,1567,40.0,Team Sunweb,360,0.0,6729.3,PROF,922,51.0,Vital Concept,-,0.0,8436.7,1,1.83,0,Belgium,0,1,3,0,B.De Backer
251,PRT,321,63.0,Orica - GreenEDGE,148,0.0,10047.7,PRT,280,60.0,Cannondale - Drapac Pro Cycling,200,1.0,9832.9,PRT,516,81.0,Cannondale - Drapac Pro Cycling,304,0.0,13057.3,PRT,342,80.0,Team EF Education First - Drapac,141,1.0,12165.0,4,1.75,1,Australia,0,0,3,2,S.Clarke
252,PRT,1276.0,72.0,Trek Factory Racing,-,0.0,11400.8,PRT,2731.0,60.0,Trek - Segafredo,-,0.0,9641.2,PRT,2672.0,41.0,Trek - Segafredo,-,0.0,6703.2,PRT,2529.0,38.0,Trek - Segafredo,-,0.0,5773.0,0,1.87,0,Italy,2,0,1,0,E.Alafaci
253,,528,20.0,Team Colpack,-,0.0,2682.5,PRT,441,47.0,Etixx - Quick Step,175,2.0,7454.4,PRT,770,61.0,Quick-Step Floors,422,0.0,9987.7,PRT,686,47.0,Quick-Step Floors,388,1.0,7278.8,3,,0,Italy,1,0,17,0,D.Martinelli
254,,469,24.0,Coldeportes - Claro,-,4.0,3407.2,PRT,53,41.0,Etixx - Quick Step,88,7.0,6877.0,PRT,31,63.0,Quick-Step Floors,29,14.0,10468.6,PRT,90,59.0,Quick-Step Floors,70,9.0,9133.6,15,,0,Colombia,5,0,5,0,F.Gaviria
255,PRT,35,67.0,Etixx - Quick Step,31,3.0,11525.6,PRT,62,78.0,Etixx - Quick Step,59,1.0,12708.8,PRT,125,76.0,Quick-Step Floors,64,0.0,12478.5,PRT,81,67.0,Quick-Step Floors,36,0.0,11530.2,4,1.83,0,Czech Republic,2,0,45,0,Z.Stybar
256,PRT,174,63.0,Team LottoNL-Jumbo,148,2.0,10207.4,PRT,142,67.0,Team LottoNL-Jumbo,152,0.0,10571.1,PRT,194,80.0,Lotto - Soudal,383,1.0,13082.8,PRT,503,46.0,Lotto - Soudal,-,0.0,7116.8,3,1.79,0,Netherlands,1,0,6,0,M.Hofland
257,PRT,14,81.0,BMC Racing Team,29,4.0,13510.9,PRT,63,66.0,BMC Racing Team,190,3.0,10927.8,PRT,20,75.0,Quick-Step Floors,11,5.0,12200.8,PRT,50,58.0,Quick-Step Floors,39,2.0,9711.3,27,1.79,4,Belgium,5,4,52,1,P.Gilbert
258,PRT,275,80.0,FDJ,169,0.0,13068.4,PRT,315,65.0,FDJ,185,0.0,10122.7,PRT,742,46.0,FDJ,-,0.0,7268.2,PROF,805,57.0,Vital Concept,-,0.0,9486.7,1,1.86,0,France,0,0,0,0,K.Reza
259,PRT,64,66.0,Lotto - Soudal,25,3.0,10815.9,PRT,79,69.0,Lotto - Soudal,35,4.0,11309.1,PRT,34,69.0,Lotto - Soudal,21,7.0,11534.2,PRT,14,58.0,Lotto - Soudal,18,7.0,9962.9,11,1.83,2,Belgium,1,1,14,1,T.Wellens
260,PRT,43,54.0,Lotto - Soudal,47,0.0,9351.5,PRT,76,55.0,Lotto - Soudal,75,0.0,9028.2,PRT,44,72.0,Lotto - Soudal,76,0.0,12283.9,PRT,46,61.0,Lotto - Soudal,33,1.0,9749.1,11,,0,Belgium,2,0,1,6,T.Benoot
261,PRT,189,68.0,Movistar Team,71,0.0,11143.6,PRT,164,62.0,Movistar Team,59,0.0,9584.1,PRT,614,53.0,Movistar Team,232,0.0,8259.6,PRT,464,63.0,Movistar Team,354,0.0,10358.0,4,,0,Spain,0,0,1,0,R.Fernandez
