name,biker_sys_nr,age,team,team_sys_nr,time_in_s,gc,gc_time_in_s,year,stage,position
C.Ewan,16573,23,Orica - Scott,8440,11860.0,124,69347.0,2017,5,138
D.Martinelli,14717,24,Quick-Step Floors,10083,11860.0,138,70005.0,2017,5,139
A.Tsatevitch,6528,28,Gazprom - RusVelo,10098,11860.0,135,69822.0,2017,5,140
M.Fournier,19766,23,FDJ,8437,11860.0,139,70093.0,2017,5,141
T.Farrar,53,33,Team Dimension Data,8435,11860.0,129,69602.0,2017,5,142
A.Peron,23358,29,Team Novo Nordisk,8462,11914.0,144,70500.0,2017,5,143
M.Verschoor,3210,32,Team Novo Nordisk,8462,11914.0,137,69977.0,2017,5,144
L.De Plus,27333,22,Quick-Step Floors,10083,11919.0,101,68469.0,2017,5,145
A.Banaszek,37464,20,CCC Sprandi Polkowice,10093,999999.0,999,999999.0,2017,5,999
S.Reichenbach,6184,28,FDJ,8437,999999.0,999,999999.0,2017,5,999
K.Reza,2995,29,FDJ,8437,999999.0,999,999999.0,2017,5,999
M.Schachmann,16643,23,Quick-Step Floors,10083,999999.0,999,999999.0,2017,5,999
J.Haig,19784,24,Orica - Scott,8440,17935.0,12,85330.0,2017,6,1
W.Poels,929,30,Team Sky,10086,17986.0,4,85300.0,2017,6,2
B.Jungels,6413,25,Quick-Step Floors,10083,17986.0,10,85316.0,2017,6,3
R.Costa,114,31,UAE Team Emirates,10089,17986.0,9,85315.0,2017,6,4
W.Kelderman,2165,26,Team Sunweb,10087,17986.0,3,85297.0,2017,6,5
V.Nibali,133,33,Bahrain - Merida,10074,17986.0,8,85312.0,2017,6,6
I.Zakarin,9128,28,Team Katusha,8441,17986.0,11,85320.0,2017,6,7
R.Majka,3991,28,Bora - Hansgrohe,10076,17986.0,2,85293.0,2017,6,8
A.Yates,20147,25,Orica - Scott,8440,17986.0,6,85306.0,2017,6,9
S.Oomen,16988,22,Team Sunweb,10087,17986.0,7,85311.0,2017,6,10
D.Pozzovivo,452,35,AG2R La Mondiale,10072,17986.0,5,85305.0,2017,6,11
D.Teuns,8068,25,BMC Racing Team,10075,17986.0,1,85287.0,2017,6,12
O.Christian Eiking,17252,23,FDJ,8437,18081.0,13,85399.0,2017,6,13
P.Vakoc,6266,25,Quick-Step Floors,10083,18081.0,23,85540.0,2017,6,14
M.Rutkiewicz,746,36,Wibatech - Fuji,8693,18081.0,19,85469.0,2017,6,15
G.Visconti,486,34,Bahrain - Merida,10074,18081.0,20,85510.0,2017,6,16
J.Joaquin Rojas,116,32,Movistar Team,10081,18081.0,27,85630.0,2017,6,17
F.De Tier,22679,25,LottoNL - Jumbo,8442,18081.0,57,86823.0,2017,6,18
T.Marczynski,2281,33,Lotto - Soudal,10080,18081.0,17,85433.0,2017,6,19
B.De Clercq,3052,31,Lotto - Soudal,10080,18081.0,15,85412.0,2017,6,20
V.Conti,20511,24,UAE Team Emirates,10089,18081.0,16,85415.0,2017,6,21
L.León Sánchez,26,34,Astana Pro Team,10073,18081.0,18,85463.0,2017,6,22
F.Bidard,22267,25,AG2R La Mondiale,10072,18081.0,22,85540.0,2017,6,23
B.O'Connor,42186,22,Team Dimension Data,8435,18081.0,21,85531.0,2017,6,24
G.Izagirre,872,30,Movistar Team,10081,18081.0,14,85407.0,2017,6,25
J.Maison,17184,24,FDJ,8437,18081.0,26,85617.0,2017,6,26
S.Sánchez,202,39,BMC Racing Team,10075,18100.0,24,85590.0,2017,6,27
R.Valls,886,30,Lotto - Soudal,10080,18113.0,32,85819.0,2017,6,28
N.Oliveira,1008,28,Movistar Team,10081,18263.0,25,85612.0,2017,6,29
G.Muhlberger,16578,23,Bora - Hansgrohe,10076,18263.0,29,85751.0,2017,6,30
T.Van Garderen,799,29,BMC Racing Team,10075,18263.0,28,85729.0,2017,6,31
S.Puccio,3929,28,Team Sky,10086,18263.0,37,86091.0,2017,6,32
T.Jelte Slagter,1714,28,Cannondale - Drapac,8434,18329.0,41,86192.0,2017,6,33
D.Olivier,4588,25,LottoNL - Jumbo,8442,18446.0,30,85803.0,2017,6,34
D.Rosa,14122,28,Team Sky,10086,18446.0,31,85807.0,2017,6,35
S.Armee,2503,32,Lotto - Soudal,10080,18446.0,35,85931.0,2017,6,36
R.Dennis,2322,27,BMC Racing Team,10075,18446.0,40,86176.0,2017,6,37
I.Rovny,709,30,Gazprom - RusVelo,10098,18446.0,34,85927.0,2017,6,38
A.Losada,749,35,Team Katusha,8441,18446.0,58,86826.0,2017,6,39
H.Dupont,186,37,AG2R La Mondiale,10072,18446.0,50,86463.0,2017,6,40
M.Schlegel,16608,22,CCC Sprandi Polkowice,10093,18446.0,38,86101.0,2017,6,41
W.Anacona,6496,29,Movistar Team,10081,18446.0,36,85994.0,2017,6,42
S.Spilak,147,31,Team Katusha,8441,18446.0,54,86610.0,2017,6,43
P.Kochetkov,2320,31,Team Katusha,8441,18446.0,33,85905.0,2017,6,44
J.Hernández,322,36,Trek - Segafredo,10088,18446.0,55,86634.0,2017,6,45
F.Pellizotti,134,39,Bahrain - Merida,10074,18446.0,48,86456.0,2017,6,46
K.Bouwman,18564,24,LottoNL - Jumbo,8442,18659.0,42,86222.0,2017,6,47
D.Villella,14126,26,Cannondale - Drapac,8434,18659.0,43,86296.0,2017,6,48
D.Lozano Riba,6040,29,Team Novo Nordisk,8462,18659.0,44,86317.0,2017,6,49
M.Mamykin,20705,23,Team Katusha,8441,18659.0,78,87377.0,2017,6,50
P.Cieslik,6096,31,Elkov - Author,8633,18659.0,45,86330.0,2017,6,51
M.Mohoric,16687,23,UAE Team Emirates,10089,18659.0,53,86544.0,2017,6,52
F.Gerts,20003,25,BMC Racing Team,10075,18777.0,47,86402.0,2017,6,53
N.Denz,16817,23,AG2R La Mondiale,10072,18777.0,63,86994.0,2017,6,54
D.Quintana,25680,25,Movistar Team,10081,18885.0,46,86344.0,2017,6,55
R.Plaza,666,37,Orica - Scott,8440,18885.0,52,86537.0,2017,6,56
M.Golas,926,33,Team Sky,10086,18885.0,59,86854.0,2017,6,57
J.Bernard,17182,25,Trek - Segafredo,10088,18885.0,64,87031.0,2017,6,58
J.Dombrowski,3356,26,Cannondale - Drapac,8434,18885.0,85,87596.0,2017,6,59
E.Shalunov,6381,25,Gazprom - RusVelo,10098,18885.0,84,87593.0,2017,6,60
T.Skujins,3930,26,Cannondale - Drapac,8434,18885.0,86,87646.0,2017,6,61
P.Konrad,6245,26,Bora - Hansgrohe,10076,18885.0,73,87233.0,2017,6,62
J.Tratnik,3050,27,CCC Sprandi Polkowice,10093,18885.0,81,87539.0,2017,6,63
P.Sagan,784,27,Bora - Hansgrohe,10076,18885.0,39,86172.0,2017,6,64
J.Hirt,6269,26,CCC Sprandi Polkowice,10093,18885.0,49,86459.0,2017,6,65
J.Goncalves,6536,28,Team Katusha,8441,18885.0,62,86989.0,2017,6,66
P.Niemiec,1836,37,UAE Team Emirates,10089,18915.0,60,86861.0,2017,6,67
M.Monfort,96,34,Lotto - Soudal,10080,18915.0,65,87044.0,2017,6,68
P.Bernas,6553,27,Domin Sport,9087,19003.0,125,89790.0,2017,6,69
L.Wisniowski,6557,26,Team Sky,10086,19003.0,71,87158.0,2017,6,70
C.Haga,9322,29,Team Sunweb,10087,19003.0,68,87108.0,2017,6,71
R.Sutherland,1206,35,Movistar Team,10081,19003.0,77,87317.0,2017,6,72
D.Van Poppel,7730,24,Team Sky,10086,19003.0,75,87264.0,2017,6,73
A.Tolhoek,22143,23,LottoNL - Jumbo,8442,19003.0,51,86536.0,2017,6,74
R.Power,27139,22,Orica - Scott,8440,19003.0,79,87430.0,2017,6,75
S.Lagutin,899,36,Gazprom - RusVelo,10098,19003.0,56,86769.0,2017,6,76
L.Kämna,27289,21,Team Sunweb,10087,19003.0,69,87134.0,2017,6,77
J.Mejias,1948,34,Team Novo Nordisk,8462,19003.0,67,87080.0,2017,6,78
P.Brutt,557,35,Gazprom - RusVelo,10098,19003.0,61,86933.0,2017,6,79
D.Novak,27210,22,Bahrain - Merida,10074,19003.0,72,87203.0,2017,6,80
D.Oss,777,30,BMC Racing Team,10075,19003.0,76,87276.0,2017,6,81
T.Van Asbroeck,7579,27,Cannondale - Drapac,8434,19003.0,70,87151.0,2017,6,82
M.Montaguti,2145,33,AG2R La Mondiale,10072,19048.0,66,87067.0,2017,6,83
M.Paterski,783,31,CCC Sprandi Polkowice,10093,19237.0,90,87799.0,2017,6,84
A.Ait El Abdia,16762,24,UAE Team Emirates,10089,19420.0,107,88260.0,2017,6,85
S.Modolo,1579,30,UAE Team Emirates,10089,19422.0,99,87897.0,2017,6,86
A.Stachowiak,8081,28,Voster Uniwheels,10440,19422.0,100,87938.0,2017,6,87
M.Belkov,2147,32,Team Katusha,8441,19422.0,91,87817.0,2017,6,88
C.Benedetti,3224,30,Bora - Hansgrohe,10076,19422.0,95,87846.0,2017,6,89
M.Moser,7565,27,Astana Pro Team,10073,19422.0,94,87840.0,2017,6,90
B.Lindeman,4001,28,LottoNL - Jumbo,8442,19488.0,103,88072.0,2017,6,91
M.Boaro,3096,30,Bahrain - Merida,10074,19500.0,88,87762.0,2017,6,92
A.Nibali,20616,25,Bahrain - Merida,10074,19505.0,115,88865.0,2017,6,93
J.Henttala,11899,26,Team Novo Nordisk,8462,19622.0,116,89175.0,2017,6,94
R.Cavagna,27111,22,Quick-Step Floors,10083,19622.0,101,88010.0,2017,6,95
F.Beppu,190,34,Trek - Segafredo,10088,19622.0,96,87852.0,2017,6,96
J.Fröhlinger,32,32,Team Sunweb,10087,19622.0,112,88476.0,2017,6,97
A.Dowsett,1009,29,Movistar Team,10081,19622.0,110,88376.0,2017,6,98
Y.Reguigui,6584,27,Team Dimension Data,8435,19622.0,82,87543.0,2017,6,99
K.Gradek,6555,27,ONE Pro Cycling,10462,19622.0,108,88308.0,2017,6,100
R.Tleubayev,2531,30,Astana Pro Team,10073,19622.0,121,89536.0,2017,6,101
E.Battaglin,2312,28,LottoNL - Jumbo,8442,19622.0,87,87729.0,2017,6,102
F.Sisr,9006,24,CCC Sprandi Polkowice,10093,19622.0,114,88653.0,2017,6,103
E.Piaskowy,14134,26,Team Hurom,11090,19622.0,74,87247.0,2017,6,104
C.Planet,30361,24,Team Novo Nordisk,8462,19622.0,106,88189.0,2017,6,105
L.Manzin,5811,23,FDJ,8437,19622.0,105,88139.0,2017,6,106
N.Berhane,6257,26,Team Dimension Data,8435,19622.0,80,87485.0,2017,6,107
M.Breschel,265,33,Astana Pro Team,10073,19622.0,83,87562.0,2017,6,108
G.Daniel,16708,23,Trek - Segafredo,10088,19622.0,111,88448.0,2017,6,109
B.Van Poppel,3187,29,Trek - Segafredo,10088,19622.0,92,87827.0,2017,6,110
B.De Backer,939,33,Team Sunweb,10087,19622.0,98,87876.0,2017,6,111
M.Keizer,1716,29,LottoNL - Jumbo,8442,19622.0,109,88341.0,2017,6,112
O.Gatto,1973,32,Astana Pro Team,10073,19622.0,89,87777.0,2017,6,113
A.Kurek,7585,29,CCC Sprandi Polkowice,10093,19622.0,102,88020.0,2017,6,114
D.Fominykh,6234,26,Astana Pro Team,10073,19622.0,113,88581.0,2017,6,115
N.Dougall,16174,25,Team Dimension Data,8435,19622.0,97,87870.0,2017,6,116
A.Tsatevitch,6528,28,Gazprom - RusVelo,10098,19622.0,120,89444.0,2017,6,117
N.Bonifazio,16823,24,Bahrain - Merida,10074,19622.0,93,87839.0,2017,6,118
L.De Plus,27333,22,Quick-Step Floors,10083,19622.0,104,88091.0,2017,6,119
R.Maikin,14004,27,Gazprom - RusVelo,10098,19622.0,118,89287.0,2017,6,120
A.Saramotins,813,35,Bora - Hansgrohe,10076,19622.0,126,89861.0,2017,6,121
T.Farrar,53,33,Team Dimension Data,8435,19622.0,117,89224.0,2017,6,122
C.Williams,7632,36,Team Novo Nordisk,8462,20019.0,127,90233.0,2017,6,123
E.Baska,16694,23,Bora - Hansgrohe,10076,20019.0,124,89632.0,2017,6,124
R.Minali,33307,22,Astana Pro Team,10073,20019.0,123,89632.0,2017,6,125
M.Coledan,7574,29,Trek - Segafredo,10088,20019.0,122,89627.0,2017,6,126
C.Ewan,16573,23,Orica - Scott,8440,20019.0,119,89366.0,2017,6,127
A.Porsev,2346,31,Gazprom - RusVelo,10098,999999.0,999,999999.0,2017,6,999
J.Debusschere,1966,28,Lotto - Soudal,10080,999999.0,999,999999.0,2017,6,999
J.Wallays,1276,28,Lotto - Soudal,10080,999999.0,999,999999.0,2017,6,999
N.Terpstra,29,33,Quick-Step Floors,10083,999999.0,999,999999.0,2017,6,999
A.Peron,23358,29,Team Novo Nordisk,8462,999999.0,999,999999.0,2017,6,999
M.Walscheid,9210,24,Team Sunweb,10087,999999.0,999,999999.0,2017,6,999
S.Holst Enger,7330,24,AG2R La Mondiale,10072,999999.0,999,999999.0,2017,6,999
C.Riblon,188,36,AG2R La Mondiale,10072,999999.0,999,999999.0,2017,6,999
K.Koren,782,31,Cannondale - Drapac,8434,999999.0,999,999999.0,2017,6,999
M.Fournier,19766,23,FDJ,8437,999999.0,999,999999.0,2017,6,999
L.Mezgec,9234,29,Orica - Scott,8440,999999.0,999,999999.0,2017,6,999
D.Martinelli,14717,24,Quick-Step Floors,10083,999999.0,999,999999.0,2017,6,999
N.Haas,7208,28,Team Dimension Data,8435,999999.0,999,999999.0,2017,6,999
K.Sbaragli,10862,27,Team Dimension Data,8435,999999.0,999,999999.0,2017,6,999
P.Franczak,11010,26,Team Hurom,11090,999999.0,999,999999.0,2017,6,999
M.Verschoor,3210,32,Team Novo Nordisk,8462,999999.0,999,999999.0,2017,6,999
I.Boswell,3353,26,Team Sky,10086,999999.0,999,999999.0,2017,6,999
R.Ferrari,2144,34,UAE Team Emirates,10089,999999.0,999,999999.0,2017,6,999
W.Poels,929,30,Team Sky,10086,12380.0,3,97670.0,2017,7,1
A.Yates,20147,25,Orica - Scott,8440,12380.0,5,97680.0,2017,7,2
R.Majka,3991,28,Bora - Hansgrohe,10076,12380.0,2,97669.0,2017,7,3
W.Kelderman,2165,26,Team Sunweb,10087,12380.0,4,97677.0,2017,7,4
D.Teuns,8068,25,BMC Racing Team,10075,12380.0,1,97667.0,2017,7,5
D.Pozzovivo,452,35,AG2R La Mondiale,10072,12385.0,6,97690.0,2017,7,6
S.Oomen,16988,22,Team Sunweb,10087,12392.0,7,97703.0,2017,7,7
J.Haig,19784,24,Orica - Scott,8440,12392.0,8,97724.0,2017,7,8
T.Van Garderen,799,29,BMC Racing Team,10075,12398.0,25,98127.0,2017,7,9
R.Costa,114,31,UAE Team Emirates,10089,12434.0,10,97749.0,2017,7,10
G.Muhlberger,16578,23,Bora - Hansgrohe,10076,12434.0,26,98185.0,2017,7,11
O.Christian Eiking,17252,23,FDJ,8437,12434.0,13,97833.0,2017,7,12
V.Nibali,133,33,Bahrain - Merida,10074,12434.0,9,97746.0,2017,7,13
I.Zakarin,9128,28,Team Katusha,8441,12436.0,11,97756.0,2017,7,14
L.León Sánchez,26,34,Astana Pro Team,10073,12436.0,18,97899.0,2017,7,15
D.Rosa,14122,28,Team Sky,10086,12436.0,27,98243.0,2017,7,16
G.Izagirre,872,30,Movistar Team,10081,12436.0,14,97843.0,2017,7,17
B.De Clercq,3052,31,Lotto - Soudal,10080,12436.0,15,97848.0,2017,7,18
J.Joaquin Rojas,116,32,Movistar Team,10081,12441.0,23,98071.0,2017,7,19
R.Valls,886,30,Lotto - Soudal,10080,12441.0,29,98260.0,2017,7,20
B.O'Connor,42186,22,Team Dimension Data,8435,12441.0,20,97972.0,2017,7,21
M.Monfort,96,34,Lotto - Soudal,10080,12441.0,52,99485.0,2017,7,22
J.Maison,17184,24,FDJ,8437,12446.0,22,98063.0,2017,7,23
T.Marczynski,2281,33,Lotto - Soudal,10080,12446.0,16,97879.0,2017,7,24
B.Jungels,6413,25,Quick-Step Floors,10083,12446.0,12,97762.0,2017,7,25
V.Conti,20511,24,UAE Team Emirates,10089,12479.0,17,97894.0,2017,7,26
P.Kochetkov,2320,31,Team Katusha,8441,12479.0,30,98384.0,2017,7,27
S.Armee,2503,32,Lotto - Soudal,10080,12479.0,31,98410.0,2017,7,28
M.Rutkiewicz,746,36,Wibatech - Fuji,8693,12479.0,19,97948.0,2017,7,29
F.Bidard,22267,25,AG2R La Mondiale,10072,12486.0,21,98026.0,2017,7,30
J.Hernández,322,36,Trek - Segafredo,10088,12504.0,40,99138.0,2017,7,31
M.Schlegel,16608,22,CCC Sprandi Polkowice,10093,12504.0,33,98605.0,2017,7,32
S.Sánchez,202,39,BMC Racing Team,10075,12521.0,24,98111.0,2017,7,33
P.Sagan,784,27,Bora - Hansgrohe,10076,12521.0,35,98690.0,2017,7,34
P.Cieslik,6096,31,Elkov - Author,8633,12521.0,36,98851.0,2017,7,35
F.Pellizotti,134,39,Bahrain - Merida,10074,12672.0,39,99128.0,2017,7,36
D.Olivier,4588,25,LottoNL - Jumbo,8442,12740.0,32,98543.0,2017,7,37
A.Tolhoek,22143,23,LottoNL - Jumbo,8442,12740.0,47,99276.0,2017,7,38
J.Dombrowski,3356,26,Cannondale - Drapac,8434,12740.0,66,100336.0,2017,7,39
G.Visconti,486,34,Bahrain - Merida,10074,12740.0,28,98250.0,2017,7,40
H.Dupont,186,37,AG2R La Mondiale,10072,12740.0,43,99203.0,2017,7,41
J.Mejias,1948,34,Team Novo Nordisk,8462,12740.0,56,99820.0,2017,7,42
R.Plaza,666,37,Orica - Scott,8440,12740.0,46,99275.0,2017,7,43
J.Hirt,6269,26,CCC Sprandi Polkowice,10093,12740.0,42,99199.0,2017,7,44
M.Mamykin,20705,23,Team Katusha,8441,12847.0,64,100224.0,2017,7,45
J.Bernard,17182,25,Trek - Segafredo,10088,12861.0,59,99892.0,2017,7,46
S.Spilak,147,31,Team Katusha,8441,12861.0,51,99471.0,2017,7,47
D.Villella,14126,26,Cannondale - Drapac,8434,12861.0,41,99157.0,2017,7,48
E.Piaskowy,14134,26,Team Hurom,11090,12986.0,65,100233.0,2017,7,49
D.Lozano Riba,6040,29,Team Novo Nordisk,8462,12986.0,50,99303.0,2017,7,50
K.Bouwman,18564,24,LottoNL - Jumbo,8442,12986.0,44,99208.0,2017,7,51
F.De Tier,22679,25,LottoNL - Jumbo,8442,12986.0,55,99809.0,2017,7,52
S.Puccio,3929,28,Team Sky,10086,12986.0,37,99077.0,2017,7,53
M.Golas,926,33,Team Sky,10086,12986.0,57,99840.0,2017,7,54
R.Cavagna,27111,22,Quick-Step Floors,10083,12986.0,78,100996.0,2017,7,55
T.Jelte Slagter,1714,28,Cannondale - Drapac,8434,13096.0,49,99288.0,2017,7,56
R.Sutherland,1206,35,Movistar Team,10081,13096.0,68,100413.0,2017,7,57
W.Anacona,6496,29,Movistar Team,10081,13096.0,38,99090.0,2017,7,58
P.Brutt,557,35,Gazprom - RusVelo,10098,13096.0,61,100029.0,2017,7,59
R.Dennis,2322,27,BMC Racing Team,10075,13096.0,45,99272.0,2017,7,60
S.Lagutin,899,36,Gazprom - RusVelo,10098,13096.0,58,99865.0,2017,7,61
R.Power,27139,22,Orica - Scott,8440,13096.0,70,100526.0,2017,7,62
P.Vakoc,6266,25,Quick-Step Floors,10083,13096.0,34,98635.0,2017,7,63
F.Gerts,20003,25,BMC Racing Team,10075,13198.0,53,99600.0,2017,7,64
T.Skujins,3930,26,Cannondale - Drapac,8434,13198.0,75,100844.0,2017,7,65
C.Benedetti,3224,30,Bora - Hansgrohe,10076,13198.0,81,101044.0,2017,7,66
M.Paterski,783,31,CCC Sprandi Polkowice,10093,13198.0,79,100997.0,2017,7,67
L.Kämna,27289,21,Team Sunweb,10087,13228.0,67,100362.0,2017,7,68
N.Berhane,6257,26,Team Dimension Data,8435,13312.0,73,100797.0,2017,7,69
J.Tratnik,3050,27,CCC Sprandi Polkowice,10093,13312.0,76,100851.0,2017,7,70
M.Breschel,265,33,Astana Pro Team,10073,13312.0,77,100874.0,2017,7,71
A.Losada,749,35,Team Katusha,8441,13312.0,62,100138.0,2017,7,72
A.Nibali,20616,25,Bahrain - Merida,10074,13358.0,93,102223.0,2017,7,73
M.Mohoric,16687,23,UAE Team Emirates,10089,13358.0,60,99902.0,2017,7,74
L.Wisniowski,6557,26,Team Sky,10086,13358.0,69,100516.0,2017,7,75
P.Niemiec,1836,37,UAE Team Emirates,10089,13358.0,63,100219.0,2017,7,76
D.Novak,27210,22,Bahrain - Merida,10074,13358.0,71,100561.0,2017,7,77
E.Battaglin,2312,28,LottoNL - Jumbo,8442,13358.0,82,101087.0,2017,7,78
I.Rovny,709,30,Gazprom - RusVelo,10098,13358.0,48,99285.0,2017,7,79
D.Quintana,25680,25,Movistar Team,10081,13358.0,54,99702.0,2017,7,80
Y.Reguigui,6584,27,Team Dimension Data,8435,13464.0,80,101007.0,2017,7,81
N.Denz,16817,23,AG2R La Mondiale,10072,13593.0,72,100587.0,2017,7,82
C.Ewan,16573,23,Orica - Scott,8440,13595.0,95,102961.0,2017,7,83
P.Konrad,6245,26,Bora - Hansgrohe,10076,13595.0,74,100828.0,2017,7,84
L.Manzin,5811,23,FDJ,8437,13608.0,89,101747.0,2017,7,85
K.Gradek,6555,27,ONE Pro Cycling,10462,13608.0,90,101916.0,2017,7,86
N.Bonifazio,16823,24,Bahrain - Merida,10074,13608.0,83,101447.0,2017,7,87
M.Keizer,1716,29,LottoNL - Jumbo,8442,13608.0,91,101949.0,2017,7,88
N.Dougall,16174,25,Team Dimension Data,8435,13608.0,85,101478.0,2017,7,89
B.Lindeman,4001,28,LottoNL - Jumbo,8442,13625.0,87,101697.0,2017,7,90
B.Van Poppel,3187,29,Trek - Segafredo,10088,13625.0,84,101452.0,2017,7,91
C.Planet,30361,24,Team Novo Nordisk,8462,13771.0,92,101960.0,2017,7,92
A.Stachowiak,8081,28,Voster Uniwheels,10440,13771.0,88,101709.0,2017,7,93
B.De Backer,939,33,Team Sunweb,10087,13771.0,86,101647.0,2017,7,94
J.Fröhlinger,32,32,Team Sunweb,10087,13958.0,94,102434.0,2017,7,95
A.Saramotins,813,35,Bora - Hansgrohe,10076,13958.0,96,103819.0,2017,7,96
M.Montaguti,2145,33,AG2R La Mondiale,10072,999999.0,999,999999.0,2017,7,999
E.Baska,16694,23,Bora - Hansgrohe,10076,999999.0,999,999999.0,2017,7,999
L.De Plus,27333,22,Quick-Step Floors,10083,999999.0,999,999999.0,2017,7,999
G.Daniel,16708,23,Trek - Segafredo,10088,999999.0,999,999999.0,2017,7,999
O.Gatto,1973,32,Astana Pro Team,10073,999999.0,999,999999.0,2017,7,999
D.Fominykh,6234,26,Astana Pro Team,10073,999999.0,999,999999.0,2017,7,999
R.Minali,33307,22,Astana Pro Team,10073,999999.0,999,999999.0,2017,7,999
M.Moser,7565,27,Astana Pro Team,10073,999999.0,999,999999.0,2017,7,999
R.Tleubayev,2531,30,Astana Pro Team,10073,999999.0,999,999999.0,2017,7,999
M.Boaro,3096,30,Bahrain - Merida,10074,999999.0,999,999999.0,2017,7,999
D.Oss,777,30,BMC Racing Team,10075,999999.0,999,999999.0,2017,7,999
T.Van Asbroeck,7579,27,Cannondale - Drapac,8434,999999.0,999,999999.0,2017,7,999
A.Kurek,7585,29,CCC Sprandi Polkowice,10093,999999.0,999,999999.0,2017,7,999
F.Sisr,9006,24,CCC Sprandi Polkowice,10093,999999.0,999,999999.0,2017,7,999
P.Bernas,6553,27,Domin Sport,9087,999999.0,999,999999.0,2017,7,999
R.Maikin,14004,27,Gazprom - RusVelo,10098,999999.0,999,999999.0,2017,7,999
E.Shalunov,6381,25,Gazprom - RusVelo,10098,999999.0,999,999999.0,2017,7,999
A.Tsatevitch,6528,28,Gazprom - RusVelo,10098,999999.0,999,999999.0,2017,7,999
N.Oliveira,1008,28,Movistar Team,10081,999999.0,999,999999.0,2017,7,999
A.Dowsett,1009,29,Movistar Team,10081,999999.0,999,999999.0,2017,7,999
T.Farrar,53,33,Team Dimension Data,8435,999999.0,999,999999.0,2017,7,999
J.Goncalves,6536,28,Team Katusha,8441,999999.0,999,999999.0,2017,7,999
M.Belkov,2147,32,Team Katusha,8441,999999.0,999,999999.0,2017,7,999
C.Williams,7632,36,Team Novo Nordisk,8462,999999.0,999,999999.0,2017,7,999
J.Henttala,11899,26,Team Novo Nordisk,8462,999999.0,999,999999.0,2017,7,999
D.Van Poppel,7730,24,Team Sky,10086,999999.0,999,999999.0,2017,7,999
C.Haga,9322,29,Team Sunweb,10087,999999.0,999,999999.0,2017,7,999
F.Beppu,190,34,Trek - Segafredo,10088,999999.0,999,999999.0,2017,7,999
M.Coledan,7574,29,Trek - Segafredo,10088,999999.0,999,999999.0,2017,7,999
A.Ait El Abdia,16762,24,UAE Team Emirates,10089,999999.0,999,999999.0,2017,7,999
S.Modolo,1579,30,UAE Team Emirates,10089,999999.0,999,999999.0,2017,7,999
P.Ackermann,9746,24,Bora - Hansgrohe,10076,10751.0,1,10741.0,2018,1,1
A.Hodeg,41293,22,Quick-Step Floors,10083,10751.0,2,10745.0,2018,1,2
M.Trentin,3933,29,Mitchelton - Scott,10082,10751.0,3,10747.0,2018,1,3
G.Nizzolo,2982,29,Trek - Segafredo,10088,10751.0,7,10751.0,2018,1,4
D.Van Poppel,7730,25,Team LottoNL - Jumbo,10085,10751.0,8,10751.0,2018,1,5
M.Teunissen,11313,26,Team Sunweb,10087,10751.0,9,10751.0,2018,1,6
S.Consonni,20454,24,UAE Team Emirates,10089,10751.0,10,10751.0,2018,1,7
C.Venturini,21921,25,AG2R La Mondiale,10072,10751.0,11,10751.0,2018,1,8
M.Paterski,783,32,Wibatech Merx 7R,11089,10751.0,12,10751.0,2018,1,9
P.Franczak,11010,27,CCC Sprandi Polkowice,10093,10751.0,13,10751.0,2018,1,10
E.Boasson Hagen,31,31,Dimension Data,10078,10751.0,14,10751.0,2018,1,11
A.Porsev,2346,32,Gazprom - RusVelo,10098,10751.0,15,10751.0,2018,1,12
N.Bouhanni,2530,28,"Cofidis, Solutions Credits",10094,10751.0,16,10751.0,2018,1,13
N.Bonifazio,16823,25,Bahrain - Merida,10074,10751.0,17,10751.0,2018,1,14
J.Roelandts,375,33,BMC Racing Team,10075,10751.0,18,10751.0,2018,1,15
J.Biermans,16787,23,Katusha - Alpecin,10084,10751.0,19,10751.0,2018,1,16
N.Haas,7208,29,Katusha - Alpecin,10084,10751.0,20,10751.0,2018,1,17
S.Yates,6242,26,Mitchelton - Scott,10082,10751.0,21,10751.0,2018,1,18
S.Oomen,16988,23,Team Sunweb,10087,10751.0,22,10751.0,2018,1,19
L.Wisniowski,6557,27,Team Sky,10086,10751.0,23,10751.0,2018,1,20
S.Chernetski,6526,28,Astana Pro Team,10073,10751.0,24,10751.0,2018,1,21
I.Garcia,11828,23,Bahrain - Merida,10074,10751.0,25,10751.0,2018,1,22
R.Carapaz,23097,25,Movistar Team,10081,10751.0,26,10751.0,2018,1,23
G.Brambilla,2741,31,Trek - Segafredo,10088,10751.0,27,10751.0,2018,1,24
F.Sabatini,122,33,Quick-Step Floors,10083,10751.0,28,10751.0,2018,1,25
E.Gasparotto,358,36,Bahrain - Merida,10074,10751.0,29,10751.0,2018,1,26
P.Cieslik,6096,32,CCC Sprandi Polkowice,10093,10751.0,30,10751.0,2018,1,27
M.Schlegel,16608,23,CCC Sprandi Polkowice,10093,10751.0,31,10751.0,2018,1,28
A.Zakharov,23372,27,Astana Pro Team,10073,10751.0,32,10751.0,2018,1,29
D.Villella,14126,27,Astana Pro Team,10073,10751.0,33,10751.0,2018,1,30
A.Lutsenko,6230,26,Astana Pro Team,10073,10751.0,34,10751.0,2018,1,31
L.Owsian,7771,28,CCC Sprandi Polkowice,10093,10751.0,35,10751.0,2018,1,32
